BASE_URI|TITLE|DATE|FORMAT|CONTRIBUTOR|SUBJECT|DESCRIPTION|SOURCE|RIGHTS|FILE_PATH
Metadata/Photography/MS0242-P-Elizabeth-Kirkland-Merritt-Nurse-Ida-c1901.xml|[Elizabeth Kirkland Merritt with her Nurse, Ida]|1901|Card photographs (photographs)|Moore & Stephenson|Merritt, Elizabeth Kirkland--Portraits; Portrait photography--Specimens|American parents around 1900 faced issues familiar to parents today, including balancing their children’s needs with their own.  While we do not know much about Elizabeth's caretaker Ida, we can see the affectionate gesture of the little girl.  Elizabeth, the only child of James Kirkland, was born in 1898. In 1919, she graduated from Wellesley College. She married Benjamin D. Meritt soon after; the couple lived in New Jersey where Meritt taught at Princeton’s Institute for Advanced Study.|Mss0242, Box38, F11 "PH Arch/ Kirakland Family box, F "Kirkland and Henderson relatives"|Image made c. 1905 at Moore & Stephenson studio, Atlanta.  Elizabeth Kirkland was born in 1898. One of the partners, B. Frank Moore is listed in Cleveland, OH in award notices in 1908 edition of Photo-Era Magazine, v.21, p.144.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0242-P-Elizabeth_Kirkland_Merritt-Nurse_Ida-c1901.jpg
Metadata/Photography/MS0242-P-Grandpa_Henderson-Confederate_Uniform-c1860.xml|[Grandpa Henderson in his Confederate Uniform]|unknown|Daguerreotype|NULL|Portrait photography--Specimens|William Henderson served the Confederate States of America as Aid-de-Camp on staff of Brigadier-General Leadbetter and later Major-General Heth.  Wounded at Petersburg, he was captured and spent four months a prisoner in Washington and upstate New York.  He rejoined his former regiment in the ranks and surrendered at Appomattox.  A successful attorney in Knoxville, Henderson’s portrait from the 1890s is also in the exhibit.|MS0242, Box "PH Arch/ Kirk Fam" Folder "Kirkland and Henderson Relatives"|Image made c. 1860 by unknown photographer.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0242-P-Grandpa_Henderson-Confederate_Uniform-c1860.jpg
Metadata/Photography/MS0242-P-Harriet_Eliza_Smiley(Henderson)-c1860-.xml|[Harriet Elizabeth Smiley Henderson]|unknown|Daguerreotypes (photographs)|NULL|Portrait photography--Specimens; Smiley-Henderson, Harriet Elizabeth--Portraits|Harriet Smiley was born in Vermont in 1838; her family included Revolutionary War officer Col. John Barrett.  She graduated from the Knoxville Female Academy and married William Henderson in November 1866.  Harriet’s fashionable dress dates this image to the early 1860s. She may have intended her portrait for William to carry with him while he fought in the war.  The Hendersons were married 55 years.  Their daughters Mary and Anna, born in 1867 and 1869, trained in Boston and Berlin to become accomplished musicians.|Ms0242, F "PH Arch/ Kirk Fam" Folder "Kirkland and Henderson Relatives"|Image made c. 1860 by unknown photographer.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0242-P-Harriet_Eliza_Smiley(Henderson)-c1860.jpg
Metadata/Photography/MS0242-P-Louise_and_Willie-Tarboux-1895.xml|[Louise and Willie Tarboux]|1895|Card photographs (photographs)|Ehrhard Brand and Comp. (firm)|Tarboux, Louise--Portraits; Tarboux, Willie--Portraits; Portrait photography--Specimens|Rev. John W. Tarboux worked in Brazil as a Methodist missionary and high school principal for 37 years.  His wife Susan was James Kirkland’s sister. Their son Willie, aged one, wears polka dots.  His older sister wears a fancy bonnet. Juiz de Fora, a town in the Paraibuna Valley, 50 miles north of Rio in Minas Gerais, was a state where mining companies expanded and the economy was booming.  Brand’s studio opened December 31, 1889. Many Brazilian studios were run by Americans or Europeans.|Ms0242, box "PH Arch/Kirkland Family"|Image made 1895.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0242-P-Louise_and_Willie_Tarboux-1895.jpg
Metadata/Photography/MS0242-P-Mary_Henderson-Robert_Clark_and_friends_c1887.xml|[Mary Henderson, Robert Clark and Friends]|1887|Card photographs (photographs)|NULL|Tennis players--Pictorial works|By 1880, middle class women enjoyed active new summer sports like archery and tennis. While some players wore fine wool clothes called tuxedo suits, others dressed like Mary Henderson, Robert Clark and their friends. One fan described tennis parties as “the highlight of society.” First played in Nahant, MA, in 1874, tennis gained players quickly with 33 clubs in play by 1881. Mary Henderson attended Boston’s Gannett Boarding School for two years after graduating from Knoxville High School.|MSS Collection 0242, "Kirkland and Henderson Relatives"|Image made 1887.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0242-P-Mary_Henderson-Robert_Clark_and_friends-c1887.jpg
Metadata/Photography/MS0242-P-Mary_Henderson_Kirkland-1914.xml|[Mary Henderson Kirkland]|1914|Card photographs (photographs)|NULL|Kirkland, Mary Henderson--Portraits; Portrait photography--Specimens|Did the Kodak camera make it possible to record emotion? Photographers could capture emotions easily with shorter exposure times with Kodak film cameras introduced in 1888. The subsequent craze for smiling images taken outdoors can be summed up in relaxed images like this one of Mary Henderson, c. 1910, on holiday abroad.  Just as we snap and share selfies today, our great-grandparents took huge numbers of photos, made albums and sent their favorites to friends and family.|Ms0242, box "PH Arch/ Kirkland and Henderson Family Relatives"|Image made 1914.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0242-P-Mary_Henderson_Kirkland-1914.jpg
Metadata/Photography/MS0242-P-WA_Henderson-c1890.xml|[Wells A. Henderson]|1893|Card photographs (photographs)|Sol. Young Studio|Portrait photography--Specimens; Henderson, Wells A.--Pictorial works|After the Civil War, William A. Henderson practiced law in Knoxville and served as a judge prior to joining the Southern Railway in 1894 as assistant counsel.  Living in Washington, D.C., and in Knoxville, he worked on the 1896-97 Tennessee Centennial Exposition Company and served as Vice President of the Tennessee Historical Society. He visited one of Sol Young’s six studios in New York City possibly on a business trip and may have sent this image to his grandchildren in Tennessee and Georgia.|Ms0242, Box "PH arch/ Kirk Fam" F"Kirkland and Henderson Relatives"|Image made c 1890.  Henderson died in 1921. Young also died in 1921.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0242-P-WA_Henderson-c1890.jpg
Metadata/Photography/MS0468-P-Boudoir_Hair-c1890-possibly_Alva_Vanderbilt.xml|[Possibly Alva Vanderbilt]|unknown|Boudoir photographs; Card photographs (photographs)|NULL|NULL|Seen with her long hair down and wearing a loose wrapper, this woman, possibly Alva Vanderbilt, stares directly at the viewer/photographer.  Is this room a boudoir?  Her clothing and pose suggest that this is a private, relaxed moment, as does the paper print.|MS0468|Image made c 1890.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0468-P-Boudoir_Hair-c1890-possibly_Alva_Vanderbilt.jpg
Metadata/Photography/MS0468-P-Gertrude_Conaway_Vanderbilt-c1930.xml|[Gertrude Conaway Vanderbilt with friend at a costume ball]|unknown|Black-and-white photographs|NULL|Vanderbilt, Gertrude Conaway--portraits|An avid sailor, Gertrude and a friend pose as sailors, possibly at a Vanderbilt party in Newport or Palm Beach.  After her marriage in 1933 to Harold S. Vanderbilt (“Mike” to friends and family), Gertie sailed as one of the few women allowed on board racing J-class yachts in the 1930s.  In 1937, the Vanderbilts sailed Rainbow, defended the America’s Cup for the second time, with Gertie aboard as timekeeper, observer, and afterguard and Mike as skipper.|MSS Collection 0468|Image made c 1930.  G.L.C. Vanderbilt died 1978, no children. part of Vanderbilt family photos in Harold S. Vanderbilt Collection. HSV d. 1960Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0468-P-Gertrude_Conaway_Vanderbilt-c1930.jpg
Metadata/Photography/MS0468-P-Harold_Stirling_and_Gertrude_Conaway_Vanderbilt-c1935.xml|[Harold Stirling Vanderbilt and Gertrude Conaway Vanderbilt]|unknown|Black-and-white photographs|NULL|Vanderbilt, Gertrude Conaway--Portraits; Vanderbilt, Harold Stirling--Portraits|After her marriage in 1933 to Harold S. Vanderbilt (“Mike” to friends and family), Gertie sailed as one of the few women allowed on board racing J-class yachts in the 1930s.  Aboard Rainbow in 1937, the couple defended the America’s Cup for the second time, with Gertie acting as timekeeper, observer, and afterguard and Mike as skipper.  They remained avid sailors and were inducted into the America’s Cup Hall of Fame in 1993.|Ms0468|image date unknown, but appears to be c. 1935 based on clothing. The couple had no children.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0468-P-Harold_Stirling_and_Gertrude_Conaway_Vanderbilt-c.1935.jpg
Metadata/Photography/MS0483-P-Paris-Notre_Dame.xml|[Notre Dame de Paris]|1861|Lantern Slides|E.A. Seemann Verlag|Notre-Dame de Paris (Cathedral)--Pictorial works|Architectural portraits of medieval buildings often popularize restorations. When Victor Hugo made the Cathedral famous in his novel, Notre-Dame de Paris (1831), he described a building that had been badly damaged during the French Revolution.  It was restored in the mid-nineteenth-century by architects Eugène Emmanuel Viollet-le-Duc and Jean-Baptiste Lassus. The Gallery of Kings above the portals was battered by revolutionaries but re-installed in pristine form during the Restoration.|MSS Collection 0483, Photo Box 2?|Lantern Slide Series dates unknown. Publisher Seemann in Leipzig from 1861 until Allied bombing in December 1943 destroyed the firm's archives. Donor C.W. Howe obtained his Ph.D. in 1905, and was on faculty at Vanderbilt from 1927-1947. Howe died in 1960. His donated photos and lantern slides of France are all undated. His published works date to 1950; no dates or other evidence about his European travels exists in finding aid.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0483-P-Paris-Notre_Dame.jpg
Metadata/Photography/MS0546-P-70-North-1901.xml|[Ketteler Street Peking, China]|1900|Stereographs|Underwood & Underwood; Ricalton, James|China--History--Boxer Rebellion, 1899-1901--Pictorial works|In June 1900, anti-Western riots in Peking and the 54-day siege of foreign embassies by Chinese militants made headlines. In this image of the foreigners' quarter, Ketteler St. has been renamed for the murdered German Miinister Clemens von Ketteler. Manchu Captain En Hai murdered Ketteler for killing an unarmed Chinese Muslin boy. James Ricalton photographed sites, survivors, and daily life in September 1900 in Peking after the Rebellion for Underwood & Underwood.|MSS Collection 0546, Box|Published  in 1901 after Boxer Rebellion.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0546-P-70-North-1901.jpg
Metadata/Photography/MS0546-P-77-YMCA-1901.xml|[YMCA Rooms for Allies, Peking, China]|1900|Stereographs|Underwood & Underwood; Ricalton, James|China--History--Boxer Rebellion, 1899-1901--Pictorial works|James Ricalton photographed sites, survivors, and daily life in October 1900 in Peking after the Rebellion for Underwood & Underwood. Troops posted in Peking found distractions at the YMCA with games, coffee, lunch, and books. The Y provided similar services to occupying American troops in Manila during the Spanish-American War. Ricalton intended his 100 images to make the viewer feel "quite at home among the streets" of Peking.|MSS Collection 0546, Box|created in 1900 after Boxer Rebellion.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0546-P-77-YMCA-1901.jpg
