BASE_URI	TITLE	DATE	FORMAT	CONTRIBUTOR	SUBJECT	DESCRIPTION	SOURCE	RIGHTS	FILE_PATH	FILE_NAME	TAGS
Metadata/Photography/MS0468-P-Boudoir_Hair-c1890-possibly_Alva_Vanderbilt.xml	[Boudoir Hair, Possibly Alva Vanderbilt]	1890	Boudoir photographs|Card photographs (photographs)			Seen with her long hair down and wearing a loose wrapper, this woman, possibly Alva Vanderbilt, stares directly at the viewer/photographer. Is this room a boudoir? Her clothing and pose suggest that this is a private, relaxed moment, as does the paper print.	MSS0468, Harold Stirling Vanderbilt Papers	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0468-P-Boudoir_Hair-c1890-possibly_Alva_Vanderbilt.jpg	MS0468-P-Boudoir_Hair-c1890-possibly_Alva_Vanderbilt.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0468-P-Gertrude_Conaway_Vanderbilt-c1930.xml	[Gertrude Conaway Vanderbilt with Friend at a Costume Ball]	1930	Black-and-white photographs		Vanderbilt, Gertrude Conaway--Portraits	An avid sailor, Gertrude and a friend pose in costume, possibly at a Vanderbilt party in Newport or Palm Beach. After her marriage in 1933 to Harold S. Vanderbilt (“Mike” to friends and family), Gertie sailed as one of the few women allowed on board racing J-class yachts in the 1930s. In 1937, the Vanderbilts sailed Rainbow, successfully defending the America’s Cup for the second time, with Gertie aboard as timekeeper, observer, and afterguard and Mike as skipper.	MSS0468, Harold Stirling Vanderbilt Papers	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0468-P-Gertrude_Conaway_Vanderbilt-c1930.jpg	MS0468-P-Gertrude_Conaway_Vanderbilt-c1930.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0468-P-Harold_Stirling_and_Gertrude_Conaway_Vanderbilt-c1935.xml	[Harold Stirling Vanderbilt and Gertrude Conaway Vanderbilt]	1935	Black-and-white photographs		Vanderbilt, Gertrude Conaway--Portraits|Vanderbilt, Harold Stirling--Portraits	After her marriage in 1933 to Harold S. Vanderbilt (“Mike” to friends and family), Gertie sailed as one of the few women allowed on board racing J-class yachts in the 1930s. Aboard Rainbow in 1937, the couple successfully defended the America’s Cup for the second time, with Gertie acting as timekeeper, observer, and afterguard and Mike as skipper. They remained avid sailors and were inducted into the America’s Cup Hall of Fame in 1993.	MSS0468, Harold Stirling Vanderbilt Papers	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0468-P-Harold_Stirling_and_Gertrude_Conaway_Vanderbilt-c.1935.jpg	MS0468-P-Harold_Stirling_and_Gertrude_Conaway_Vanderbilt-c.1935.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0483-P-Paris-Notre_Dame.xml	[Notre Dame de Paris]	1861	Lantern slides	E.A. Seemann Verlag	Notre-Dame de Paris (Cathedral)--Pictorial works	Architectural portraits of medieval buildings often popularize restorations. When Victor Hugo made the cathedral famous in his novel, Notre-Dame de Paris (1831), he described a building that had been badly damaged during the French Revolution. It was restored in the mid-nineteenth-century by architects Eugène Emmanuel Viollet-le-Duc and Jean-Baptiste Lassus. The Gallery of Kings above the portals was battered by revolutionaries but re-installed in pristine form during the Restoration.	MSS0483, Curtis Howe Walker Papers, Photo Box 2	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0483-P-Paris-Notre_Dame.jpg	MS0483-P-Paris-Notre_Dame.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0546-P-70-North-1901.xml	[Ketteler Street Peking, China]	1901	Stereographs	Underwood & Underwood|Ricalton, James	China--History--Boxer Rebellion, 1899-1901--Pictorial works	In June 1900, anti-western riots in Peking and the 54-day siege of foreign embassies by Chinese militants made headlines. In this image of the foreigners' quarter, Ketteler Street has been renamed for the murdered German Minister Clemens von Ketteler. Manchu Captain En Hai murdered Ketteler for killing an unarmed Chinese Muslim boy. James Ricalton photographed sites, survivors, and daily life in September 1900 in Peking after the rebellion for Underwood & Underwood.	MSS0546, Bets Ramsey Collection	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0546-P-70-North-1901.jpg	MS0546-P-70-North-1901.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0546-P-77-YMCA-1901.xml	[YMCA Rooms for Allies, Peking, China]	1901	Stereographs	Underwood & Underwood|Ricalton, James	China--History--Boxer Rebellion, 1899-1901--Pictorial works	James Ricalton photographed sites, survivors, and daily life in October 1900 in Peking after the rebellion for Underwood & Underwood. Troops posted in Peking found distractions at the YMCA with games, coffee, lunch, and books. The Y provided similar services to occupying American troops in Manila during the Spanish-American War. Ricalton intended his 100 images to make the viewer feel "quite at home among the streets" of Peking.	MSS0546, Bets Ramsey Collection	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0546-P-77-YMCA-1901.jpg	MS0546-P-77-YMCA-1901.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0546-P-85-Coach-1901.xml	[Springless, Seatless Coach--Coal Hill, in Imperial City]	1901	Stereographs	Underwood & Underwood|Ricalton, James	China--History--Boxer Rebellion, 1899-1901--Pictorial works	James Ricalton wrote of being the first westerner inside the Imperial City. He described the palace as “empty of nearly all portable articles” after the looting by Allied troops and missionaries. Ricalton wanted armchair travelers to experience "the very same feelings [in Peking]" as he had. He described two states of reality viewers would experience; the reality of the physical world and an altered state of consciousness or "soul life."	MSS0546, Bets Ramsey Collection, Photo Box 1	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0546-P-85-Coach-1901.jpg	MS0546-P-85-Coach-1901.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0546-P-86-Architecture-1901.xml	[Typical Gateway over a Street in the Imperial City]	1901	Stereographs	Underwood & Underwood|Ricalton, James	China--History--Boxer Rebellion, 1899-1901--Pictorial works|Architecture--China--Beijing--Pictorial works	Stereographers often structured their images around a human in the foreground so viewers focused on a vanishing point. This allowed viewers to feel as if they were in the depths of the picture.	MSS0546, Bets Ramsey Collection, Photo Box 1	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0546-P-86-Architecture-1901.jpg	MS0546-P-86-Architecture-1901.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0546-P-93-Miss_Smith-1901.xml	[Miss Smith, London Mission School, Peking, China]	1901	Stereographs	Underwood & Underwood|Ricalton, James	China--History--Boxer Rebellion, 1899-1901--Pictorial works	Georgina Smith ran the London Mission’s girls’ boarding school inside the embassy quarter. Her success sheltering Chinese Christian refugees there earned her fame in the West. Mark Twain and other pundits loudly criticized the wholesale looting of Chinese art and treasure after the rebellion, singling Smith out for organizing weekly auctions of looted Qing nobles’ property. Ricalton remembered the “greatest loot-marts in the city” on the “last two miles” of Ketteler Street.	MSS0546, Bets Ramsey Collection, Photo Box 1	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0546-P-93-Miss_Smith-1901.jpg	MS0546-P-93-Miss_Smith-1901.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0546-P-97-Conger-1901.xml	[American Minister Conger, Peking, China]	1901	Stereographs	Underwood & Underwood|Ricalton, James	China--History--Boxer Rebellion, 1899-1901--Pictorial works	Ambassador Edwin H. Conger and his family, with civilians from eleven western diplomatic legations and over 2,500 Chinese Christians were besieged in the embassy district for 54 days in summer 1900. Protesting against western Christian intrusions in their country, the Society of Righteous and Harmonious Fists (Boxers) fought with the Qing Empress and an estimated 40,000 Manchu troops to remove foreigners. Conger lived, though like many, suffered long-term health effects from their experiences.	MSS0546, Bets Ramsey Collection	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0546-P-97-Conger-1901.jpg	MS0546-P-97-Conger-1901.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0774-Amputee_Miner-1968.xml	[Ed Marlowe, Paralyzed from a Roof Fall in a Coal Mine]	1965	Black-and-white photographs	Corn, Jack, 1929-	Appalachian Region--Economic conditions--Pictoral works|Coal miners--Portraits	Ed Marlowe worked in the mines for twenty years before breaking his back in 1957 when the roof of a mine fell in on him. Federal inspectors were not even allowed to enter mines until 1941; it would be another six years before Congress authorized the formulation of the first code of federal regulations for mine safety. The Federal Coal Mine Safety Act of 1952 was the first of a succession of codes around mine safety.	MSS0774, Jack Corn Collection, Image 053	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0774-Amputee_Miner-1968.jpg	MS0774-Amputee_Miner-1968.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0774-Cards_on_the_Hood-1968.xml	[Striking Miners Play Cards on the Picket Line at Brookside Mine, near Harlan, KY]	1973	Black-and-white photographs	Corn, Jack, 1929-	Appalachian Region--Economic conditions--Pictoral works|Card games--Pictorial works|Playing cards--Pictorial works	The miners’ 1972 strike against Duke Power Company over working conditions, wages, and labor practices inspired the award-winning documentary "Harlan County, USA." The miners struck to join United Workers of America, hoping to improve their jobs and lives. Their wives’ support proved critical to sustaining the strike over thirteen months. Corn’s images for The Tennessean humanized the miners.	MSS0774, Jack Corn Collection, Image 094	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0774-Cards_on_the_Hood-1968.jpg	MS0774-Cards_on_the_Hood-1968.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0774-Classroom_stove-1968.xml	[Mrs. Helen Allread, Substitute Teacher at Crawford School]	1961	Black-and-white photographs	Corn, Jack, 1929-	Appalachian Region--Economic conditions--Pictoral works|Classrooms--Pictorial works	Students at this one-room school in remote Overton County had recently gotten a hot lunch program, one of the first such programs in Tennessee. This was the main meal for the day for some students. Corn later wrote that he wanted to “hold up a mirror for society to look at itself.” His photos were used in President Johnson’s War on Poverty, which with the Appalachian Regional Commission, aimed to reduce the acute poverty of the 19 million rural residents across the 13 states making up Appalachia.	MSS0774, Jack Corn Collection, Image 003	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0774-Classroom_stove-1968.jpg	MS0774-Classroom_stove-1968.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0774-Woman_Boy_on_Porch-c1968.xml	[A Grandmother and Her Grandson “Just a Sitting,” near Logan, WV]	1979	Black-and-white photographs	Corn, Jack, 1929-	Appalachian Region--Economic conditions--Pictoral works	"The people of Appalachia are a proud people. They were very open and honest with me, welcoming me into their homes and to their tables. They loved the beauty and solitude of the mountains. I understood their love of the land. ...Coal mining changed the landscape forever and the land was never again the same." Photojournalist Jack Corn captured a grandmother and her grandson near Logan, West Virginia.	MSS0774, Jack Corn Collection, Image 104	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0774-Woman_Boy_on_Porch-c1968.jpg	MS0774-Woman_Boy_on_Porch-c1968.jpg	Photography|2015 Exhibits
Metadata/Photography/Ms0774-Wounded_Miner-1968.xml	[Sheriff Jack Laxton Administers Oxygen to Rescue Worker Edker Hunnicutt]	1965	Black-and-white photographs	Corn, Jack, 1929-	Appalachian Region--Economic conditions--Pictorial works	After a methane gas and coal dust explosion on May 24, 1965, Corn photographed rescue efforts and the disaster aftermath at Brimstone Mountain for The Nashville Tennessean. Five miners were killed, and the two-day rescue drew several hundred anxious spectators, family, and members of the press.	MSS0774, Jack Corn Collection, Image 037	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0774-Wounded_Miner-1968.jpg	MS0774-Wounded_Miner-1968.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0827-P-Bald-Head-Cliff-1901.xml	[Sea Wall at Bald Head Cliff, York, Maine]	1901	Photochroms	Detroit Photographic Co.|Jackson, William Henry, 1843-1942	Seashore--Maine--Pictorial works	Regular trains, overnight steamship service, and seaside hotels lured middle-class tourists from Boston, Philadelphia and New York to spend summertime in this Southern Maine coastal town as early as 1875. Besides walking cliff paths and “rusticating,” tourists explored historic towns popularized by local author Sarah Orne Jewett in her novels of Maine.	MSS0827, Howard Gottlieb and William H. Jackson Collection	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0827-P-Bald_Head_Cliff-1901.jpg	MS0827-P-Bald_Head_Cliff-1901.jpg	Photography|2015 Exhibits
Metadata/Photography/MS0827-P-Crevasse-1902.xml	[Crevasse Formation in Illecillwaet Glacier, Selkirk Mountains, Alberta, Canada]	1902	Photochroms	Detroit Photographic Co.|Jackson, William Henry, 1843-1942	Mountain passes--Selkirk Range--Pictorial works|Selkirk Range--Pictorial works	The transcontinental Canadian Pacific Railway and the great hotels the firm built changed how people saw the mountains. Once considered a barrier to progress, the mountains were now viewed by many as a major tourist attraction. Canadian Pacific Railway’s Glacier House Hotel opened near the glacier’s terminus in 1885. The mountains were widely promoted after Glacier National Park opened in 1886 by Swiss guides working at the hotel and in exhibits and books. The glacier’s name means “big water” in the Okangan language.	MSS0827, Howard Gottlieb and William H. Jackson Collection	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0827-P-Crevasse-1902.jpg	MS0827-P-Crevasse-1902.jpg	Photography|2015 Exhibits
